,age,gender,value
163,32,male,0.00720564087704047
168,32,male,0.023778936862101165
170,44,male,0.041288199629984625
172,51,male,0.005633230303615699
173,44,male,0.008121237000547345
174,70,male,0.21792700723083222
175,80,male,0.011672140120415982
177,54,male,0.010475052089801434
181,36,male,0.3324816752518867
183,70,male,0.022555976413553926
186,30,male,0.0
187,58,male,0.010606060606060605
189,37,male,0.21818181818181814
190,37,male,0.02121212121212121
192,64,male,0.004545454545454545
193,38,female,0.010606060606060605
194,37,male,0.00606060606060606
195,29,female,0.29696969696969694
196,33,male,0.02727272727272727
197,42,male,0.02121212121212121
198,49,male,0.0
199,36,female,0.023544973544973546
201,38,male,0.116005291005291
204,29,male,0.03981481481481481
205,51,male,0.13637566137566137
206,39,female,0.07711640211640211
208,66,male,0.005555555555555556
217,36,male,0.12878787878787878
218,57,male,0.0
221,36,male,0.030303030303030304
222,29,female,0.24242424242424243
227,69,male,0.0
228,25,male,0.0
229,26,male,0.04309534245431682
230,65,male,0.00035612535612535614
231,46,female,0.012748157192601637
232,43,male,0.002417130194907973
233,46,male,0.1543496864009684
236,35,female,0.17495651705053414
240,68,male,0.0
242,28,male,0.002374169040835708
243,64,male,0.0
246,48,male,0.09519122061857105
248,47,male,0.037198184847757505
250,35,female,0.01303757970424637
254,44,male,0.22975442569459664
255,45,female,0.002849002849002849
256,36,female,0.01930538597205264
259,25,male,0.017017543859649122
260,26,female,0.0010526315789473684
263,27,male,0.013157894736842105
264,25,female,0.35157894736842105
265,30,male,0.0525438596491228
266,31,female,0.008771929824561403
267,29,male,0.002631578947368421
271,25,female,0.00824561403508772
272,40,female,0.0
273,52,male,0.0
274,58,female,0.01114035087719298
276,26,female,0.008070175438596491
277,23,male,0.04271929824561404
279,67,male,0.007251107085967515
280,41,male,0.047172691901543384
281,56,male,0.006201739165728086
282,37,male,0.015135315710640663
284,50,male,0.00405982905982906
285,37,male,0.007707317423916614
286,27,female,0.14088952624271178
290,35,male,0.011519611663442899
291,11,male,0.11383431412996722
295,51,male,0.021734769007302562
297,30,female,0.07381889188302995
301,69,male,0.17249068890875838
302,60,male,0.009799703220755853
304,56,male,0.0732223603041843
306,47,male,0.0039694223904750215
308,36,male,0.0015584056069886027
309,56,male,0.0
310,61,male,0.01418026418026418
311,45,male,0.03145618675663423
314,35,male,0.2097511866955719
315,25,female,0.017500860213410824
318,39,male,0.10203373015873016
323,43,male,0.0
324,41,female,0.0
325,46,male,0.2464285714285714
327,39,female,0.22390873015873014
328,33,male,0.00486111111111111
330,34,male,0.0
331,48,male,0.0
333,63,male,0.1462797619047619
338,70,female,0.026785714285714284
339,40,male,0.2232142857142857
340,65,female,0.0
341,34,female,0.2232142857142857
342,36,male,0.026785714285714284
343,34,male,0.0
347,52,male,0.003205128205128205
348,53,male,0.0
358,30,male,0.5149572649572649
359,80,male,0.004273504273504273
365,26,female,0.011752136752136752
367,44,male,0.0
369,30,female,0.03525641025641025
371,30,female,0.0
372,64,male,0.007575757575757576
373,30,male,0.0030303030303030307
374,44,female,0.0
375,26,female,0.006818181818181819
376,30,male,0.025757575757575753
377,44,male,0.0101010101010101
378,51,male,0.09898989898989899
379,60,female,0.4272727272727272
382,22,male,0.025252525252525252
384,53,female,0.015151515151515152
386,54,male,0.0
387,14,female,0.017857142857142856
388,50,male,0.0
390,38,male,0.10714285714285714
391,40,female,0.1726190476190476
392,45,female,0.047619047619047616
394,24,female,0.08333333333333333
395,24,female,0.0
396,29,male,0.016666666666666666
397,26,male,0.08333333333333333
398,26,male,0.0
399,26,female,0.08333333333333333
403,44,female,0.20793650793650797
408,59,male,0.0
411,56,male,0.5142857142857143
412,39,male,0.007936507936507936
413,21,male,0.013492063492063493
414,44,male,0.03571428571428572
415,44,male,0.0
420,43,female,0.017638888888888888
421,50,male,0.15916666666666668
424,34,female,0.04527777777777778
426,70,male,0.010277777777777778
428,38,male,0.1584722222222222
429,46,male,0.3376388888888889
436,42,male,0.3791950113378686
437,29,female,0.011904761904761906
442,33,male,0.002380952380952381
443,38,male,0.00873015873015873
444,46,male,0.1180839002267574
445,24,male,0.14268707482993198
446,30,male,0.01925170068027211
447,40,male,0.021269841269841272
450,30,female,0.0011695906432748538
452,63,male,0.036786410470621
453,28,male,0.11846282372598163
454,44,male,0.0
455,57,female,0.0029239766081871343
458,24,male,0.003898635477582846
462,49,male,0.0
464,69,male,0.1400236702868282
465,33,male,0.006042884990253411
466,36,male,0.0011695906432748538
467,26,male,0.0031189083820662767
468,30,male,0.4621275410749095
469,39,male,0.016228070175438595
470,46,male,0.07286848072562357
471,41,male,0.02852607709750567
472,34,female,0.03794784580498867
473,30,male,0.03112244897959184
475,33,male,0.019058956916099774
476,36,male,0.010351473922902497
477,39,male,0.05591836734693879
478,24,male,0.04143990929705216
479,49,male,0.016678004535147395
483,36,male,0.047505668934240367
484,33,male,0.030034013605442184
486,40,male,0.0
488,46,male,0.16666666666666666
489,25,female,0.16666666666666666
490,52,female,0.0
491,27,female,0.0
494,38,male,0.019696969696969695
495,38,male,0.16666666666666669
496,51,male,0.15303030303030304
500,53,female,0.12727272727272726
501,52,male,0.0
502,42,female,0.0
503,48,male,0.0
504,36,male,0.0
505,42,female,0.01282051282051282
506,61,male,0.02991452991452991
508,38,female,0.094017094017094
509,70,male,0.0
512,28,male,0.1388888888888889
513,45,male,0.00641025641025641
514,40,male,0.4230769230769231
515,67,male,0.0
516,57,male,0.0
517,36,male,0.2737037037037037
518,36,male,0.0
519,25,male,0.09444444444444444
521,28,female,0.19296296296296298
522,27,female,0.0
523,32,male,0.07
525,27,female,0.0
527,62,male,0.03851851851851852
529,28,female,0.1845959595959596
530,41,male,0.007575757575757576
531,49,male,0.007575757575757576
532,32,male,0.10883838383838383
533,45,male,0.020454545454545454
535,37,female,0.002525252525252525
536,20,male,0.002525252525252525
538,32,male,0.0
539,51,male,0.009090909090909092
540,62,male,0.1845959595959596
541,10,male,0.022222222222222223
545,46,male,0.044444444444444446
546,55,male,0.0
547,36,male,0.14074074074074075
549,7,male,0.007407407407407408
551,30,female,0.39259259259259255
553,34,male,0.008333333333333333
554,54,female,0.12638888888888888
555,38,male,0.044444444444444446
557,64,male,0.03749999999999999
558,51,male,0.008333333333333333
561,29,male,0.0736111111111111
564,79,female,0.00972222222222222
565,31,male,0.0
566,27,female,0.026388888888888882
568,18,male,0.538888888888889
569,60,male,0.00808080808080808
571,28,male,0.16111111111111112
573,48,male,0.014747474747474747
575,34,female,0.07282828282828283
576,56,male,0.0
578,41,male,0.15868686868686868
581,28,male,0.0
582,33,male,0.0
583,62,female,0.0
584,44,male,0.07142857142857142
585,27,female,0.16666666666666666
586,29,female,0.2857142857142857
588,27,male,0.0
589,23,female,0.0
590,27,female,0.016666666666666666
591,44,male,0.09444444444444443
592,38,male,0.04444444444444444
593,38,male,0.09444444444444443
594,49,male,0.016666666666666666
597,34,male,0.05952380952380952
598,55,male,0.05952380952380952
599,58,male,0.011904761904761904
600,48,male,0.055555555555555546
601,71,male,0.0
603,70,male,0.055555555555555546
604,63,female,0.13888888888888884
605,61,male,0.19047619047619044
606,52,male,0.04761904761904761
608,48,female,0.0
609,52,male,0.0
610,67,male,0.09523809523809523
611,69,male,0.04761904761904761
612,72,male,0.0
613,40,male,0.055555555555555546
614,56,male,0.015873015873015872
615,29,female,0.0873015873015873
619,35,male,0.0
620,38,male,0.46031746031746035
623,59,male,0.026805555555555555
625,57,female,0.00875
627,42,male,0.09041666666666666
628,24,female,0.2252777777777778
629,59,male,0.1844444444444445
631,31,male,0.0033333333333333335
636,52,male,0.018055555555555554
637,45,male,0.022083333333333337
638,33,female,0.06666666666666667
639,42,male,0.5333333333333333
640,10,female,0.06666666666666667
641,42,male,0.0
642,66,male,0.0
643,9,male,0.0
645,32,male,0.0883977620819726
646,54,male,0.07459431406799827
650,35,male,0.03904204956836535
651,9,male,0.026705653021442493
652,34,male,0.029030910609857977
653,35,male,0.03255360623781676
658,36,male,0.0038499025341130603
659,41,male,0.13315992000202523
660,33,female,0.1214342674868991
662,33,female,0.029091668565352773
663,47,male,0.08564973038657248
664,12,male,0.003341687552213868
665,69,male,0.07424242424242423
667,42,male,0.01515151515151515
670,20,female,0.031818181818181815
672,43,female,0.004545454545454545
673,37,male,0.022727272727272728
675,32,male,0.35909090909090907
678,36,male,0.011948529411764705
679,39,male,0.024754901960784313
681,27,male,0.012540849673202613
684,48,male,0.04330065359477125
687,38,male,0.13901143790849674
688,23,male,0.010089869281045752
689,35,male,0.20253267973856207
693,32,male,0.06286764705882353
694,32,female,0.17957516339869278
695,28,female,0.009259259259259259
696,42,male,0.18379629629629626
697,37,male,0.013888888888888888
698,24,male,0.035648148148148144
699,29,male,0.0
700,32,male,0.012499999999999997
701,24,female,0.05416666666666666
702,42,male,0.0
703,37,male,0.12962962962962962
706,52,female,0.03688492063492064
707,36,male,0.1729960317460318
711,76,male,0.00744047619047619
717,33,female,0.06253306878306879
718,55,male,0.00582010582010582
722,27,male,0.0347985347985348
723,40,male,0.021166928309785456
726,41,male,0.17153322867608584
727,39,male,0.0
728,46,male,0.14795918367346944
729,27,female,0.03223443223443224
730,32,male,0.0522239665096808
731,46,male,0.026923076923076928
734,37,male,0.0858189429618001
735,52,male,0.014102564102564103
736,36,male,0.035923600209314496
738,33,female,0.2777777777777778
741,48,male,0.0
742,24,male,0.0
743,33,male,0.009259259259259259
744,36,male,0.24768518518518515
747,29,male,0.366984126984127
748,58,male,0.11196145124716554
750,18,female,0.043945578231292526
751,41,male,0.038185941043083906
754,22,female,0.005079365079365079
757,53,male,0.01207482993197279
761,37,male,0.007936507936507936
762,39,male,0.07823129251700682
763,57,male,0.047619047619047616
764,40,female,0.06547619047619047
766,28,female,0.0
767,50,male,0.11309523809523808
769,61,male,0.11309523809523808
771,31,male,0.017857142857142856
772,52,male,0.014652014652014652
773,55,male,0.01098901098901099
778,47,male,0.018315018315018316
779,64,male,0.05219780219780219
780,43,male,0.08333333333333333
782,37,female,0.04487179487179487
783,49,male,0.0
784,41,female,0.44322344322344326
785,46,female,0.00641025641025641
787,36,male,0.44242424242424244
788,36,male,0.0
789,55,female,0.00909090909090909
791,40,male,0.00606060606060606
796,51,male,0.0
797,65,male,0.28787878787878785
799,40,female,0.03333333333333333
800,26,female,0.03333333333333333
801,37,male,0.05277777777777777
803,30,male,0.3444444444444444
804,34,male,0.005555555555555556
806,47,male,0.0
810,28,male,0.0
813,27,female,0.0
814,26,female,0.0
815,30,male,0.425925925925926
816,29,male,0.0
817,27,male,0.0
818,26,male,0.1851851851851852
820,17,female,0.007407407407407408
822,44,female,0.11111111111111112
823,46,male,0.45185185185185195
824,47,male,0.07037037037037036
827,54,male,0.0
828,48,male,0.007407407407407408
831,31,male,0.071588693957115
833,35,female,0.006602153531978094
834,45,male,0.0
835,43,male,0.046523716699155296
838,36,male,0.2021628144435162
839,39,male,0.024422166527429682
843,62,male,0.03772626009468115
845,31,female,0.17299962870138308
849,48,male,0.06672700269191495
850,38,female,0.0016244314489928524
851,33,male,0.04629629629629629
852,28,male,0.19907407407407404
853,37,male,0.19907407407407404
855,27,female,0.0
857,32,male,0.05092592592592592
858,27,female,0.0
860,43,male,0.05092592592592592
861,35,male,0.08
862,35,male,0.048148148148148134
863,38,male,0.04444444444444444
865,41,male,0.020740740740740744
866,45,male,0.013333333333333336
867,54,male,0.10740740740740741
868,28,female,0.06518518518518518
869,38,male,0.013333333333333336
870,63,male,0.0
871,35,male,0.007407407407407408
872,33,female,0.02032967032967033
873,37,male,0.06612128612128612
875,31,female,0.056883903133903124
877,63,male,0.026043956043956044
878,32,male,0.1036803011803012
879,35,female,0.04336538461538461
882,32,male,0.024761904761904756
884,52,male,0.03145502645502646
887,64,male,0.0
888,53,male,0.01837301587301587
889,38,female,0.0
890,31,male,0.05357142857142857
891,47,male,0.18452380952380948
892,30,female,0.023809523809523808
895,32,female,0.3214285714285714
896,30,female,0.023809523809523808
897,35,male,0.0
898,81,female,0.0
901,54,female,0.0304945054945055
903,21,female,0.13223443223443224
904,45,male,0.08498168498168499
905,24,male,0.0
906,38,female,0.025183150183150184
907,21,female,0.0027472527472527475
908,21,female,0.007692307692307693
909,70,male,0.10201465201465203
913,55,male,0.0
914,46,male,0.009259259259259259
915,10,male,0.023148148148148143
916,42,female,0.0
917,45,male,0.10185185185185185
919,36,female,0.009259259259259259
920,31,male,0.037037037037037035
922,48,male,0.5416666666666666
923,7,female,0.0
924,35,female,0.02634803921568627
925,68,male,0.08823529411764706
926,48,male,0.0
927,37,female,0.0
930,47,female,0.043382352941176476
931,59,male,0.46801470588235294
932,48,male,0.0024509803921568627
934,70,male,0.19718137254901955
935,49,male,0.005514705882352941
937,41,male,0.01678921568627451
939,51,female,0.0
941,40,male,0.12307692307692307
942,50,male,0.008974358974358974
943,25,female,0.021794871794871794
944,29,male,0.0
946,42,male,0.0
947,57,male,0.033333333333333326
949,29,female,0.14059829059829057
950,40,female,0.006837606837606838
952,63,male,0.014957264957264954
953,37,male,0.20470085470085472
958,42,male,0.21990740740740738
962,69,male,0.0
964,31,female,0.13194444444444442
965,33,male,0.31369047619047613
966,76,male,0.08958333333333333
970,71,male,0.01369047619047619
971,36,male,0.06160714285714286
973,37,male,0.004166666666666667
975,56,male,0.034027777777777775
977,40,male,0.0020833333333333333
979,61,male,0.004166666666666667
981,45,male,0.021329365079365076
985,35,male,0.003508771929824561
986,38,male,0.007894736842105263
990,34,male,0.09617794486215538
992,26,female,0.012781954887218044
993,55,female,0.018045112781954885
995,26,female,0.3405388471177945
997,48,female,0.0017543859649122805
999,54,male,0.0008771929824561403
1000,33,male,0.2892857142857142
1001,34,male,0.0013157894736842105
1002,35,male,0.003508771929824561
1004,50,male,0.12846938775510205
1006,51,female,0.0
1007,50,male,0.0018707482993197278
1008,53,male,0.021315192743764175
1009,27,female,0.07665532879818596
1010,68,male,0.004920634920634921
1012,27,female,0.02952380952380952
1013,54,male,0.1419501133786848
1014,60,male,0.011116780045351476
1015,74,male,0.030521541950113383
1016,47,male,0.17126984126984132
1017,42,male,0.0007936507936507937
1018,43,male,0.0015873015873015873
1019,46,male,0.08168934240362813
1020,44,female,0.03554421768707484
1023,46,male,0.015283446712018143
1024,47,male,0.02120748299319728
1025,32,male,0.08903715332286762
1027,33,male,0.012009419152276298
1028,32,male,0.008241758241758242
1029,41,male,0.019780219780219786
1030,67,male,0.006514913657770801
1031,33,male,0.26705913134484566
1032,67,male,0.003663003663003663
1034,28,female,0.0478021978021978
1035,41,male,0.17323390894819468
1036,26,male,0.003663003663003663
1037,41,male,0.013186813186813187
1038,32,male,0.1364730507587651
1039,28,female,0.006514913657770801
1040,52,male,0.0
1041,63,male,0.0
1042,49,female,0.0
1047,46,male,0.011545338441890164
1048,47,female,0.032840722495894904
1049,44,male,0.004548605927916272
1050,18,female,0.08121792639034017
1051,44,male,0.05956776301603886
1053,30,male,0.002598066046341908
1055,36,male,0.08900598762667726
1056,31,female,0.1420581844719776
1058,33,male,0.21980693635866047
1061,29,male,0.026856413063309614
1065,49,male,0.30326798361281115
1066,45,male,0.027792373654442617
1069,22,male,0.09773581463236636
1078,24,male,0.0
1080,31,male,0.6777777777777778
1081,32,male,0.1
1082,55,female,0.011111111111111112
1083,30,female,0.0
1084,54,male,0.0
1085,58,male,0.0
1086,39,female,0.24868686868686862
1087,32,male,0.01515151515151515
1088,59,female,0.022828282828282826
1090,41,male,0.027373737373737373
1091,49,male,0.1216161616161616
1094,77,male,0.14242424242424243
1095,69,male,0.0036363636363636364
1096,16,female,0.0705050505050505
1097,64,male,0.0
1098,30,female,0.01893939393939394
1099,30,female,0.247979797979798
1102,22,female,0.0030303030303030307
1103,28,male,0.1015151515151515
1104,38,male,0.025252525252525252
1106,30,female,0.1090909090909091
1107,50,male,0.024494949494949497
1109,64,female,0.10984848484848483
1110,55,male,0.0
1112,58,male,0.044117647058823525
1114,52,male,0.011642156862745097
1115,40,male,0.004901960784313725
1116,26,male,0.008578431372549019
1117,55,male,0.0
1118,21,male,0.004289215686274509
1122,21,male,0.5018382352941176
1123,31,male,0.04473039215686274
1125,21,female,0.0778186274509804
1126,24,male,0.022671568627450976
1127,23,male,0.001838235294117647
1128,26,male,0.008578431372549019
1132,24,male,0.0
1133,53,male,0.3045343137254902
1135,38,male,0.0012254901960784314
1137,52,male,0.0
1138,43,male,0.3272058823529412
1140,39,male,0.0
1142,48,male,0.011029411764705881
1144,50,male,0.027573529411764705
1146,39,male,0.018382352941176468
1147,40,male,0.01033138401559454
1148,31,female,0.3269980506822611
1150,63,male,0.13118908382066277
1151,30,female,0.011695906432748537
1154,37,male,0.011403508771929824
1155,32,male,0.012865497076023392
1156,68,male,0.0009746588693957114
1157,45,female,0.009454191033138399
1159,39,female,0.0029239766081871343
1160,38,male,0.027972709551656916
1161,41,female,0.0
1162,56,male,0.0
1163,29,female,0.005458089668615984
1164,36,male,0.009649122807017541
1165,36,female,0.01695906432748538
1166,35,male,0.0617933723196881
1167,48,female,0.0
1168,23,female,0.08888888888888889
1169,22,male,0.674074074074074
1170,48,female,0.007407407407407408
1173,82,male,0.0
1174,27,female,0.0
1176,57,male,0.0
1177,37,male,0.0
1183,43,male,0.2777777777777778
1185,21,male,0.3055555555555555
1190,25,female,0.0
1194,66,male,0.011691448647970388
1197,41,male,0.011197377501725328
1198,33,female,0.12898080180688873
1200,38,female,0.31858962293744897
1202,43,male,0.018445322793148877
1204,41,female,0.04190350712089842
1205,35,male,0.0
1209,39,male,0.014822134387351776
1211,38,male,0.014486479703871007
1212,26,male,0.17108664282577327
1213,41,male,0.0266798418972332
1214,43,male,0.043919003701612384
1215,26,female,0.006944444444444444
1218,26,female,0.018518518518518517
1220,38,male,0.34027777777777773
1223,23,male,0.0
1235,25,female,0.2228968253968254
1243,32,male,0.0
1249,22,female,0.003205128205128205
1251,25,male,0.5138888888888888
1252,20,male,0.027777777777777776
1254,24,male,0.21260683760683763
1255,26,male,0.0
1257,27,male,0.0
1259,26,male,0.0
1260,33,female,0.004273504273504273
1261,32,female,0.1679193899782135
1263,56,male,0.01252723311546841
1264,76,male,0.005446623093681917
1266,54,male,0.026851851851851852
1267,73,male,0.1270152505446623
1269,62,male,0.004575163398692811
1270,31,male,0.17652505446623096
1271,36,female,0.0181917211328976
1274,39,male,0.21944444444444447
1275,39,male,0.0
1276,33,male,0.0032679738562091504
1277,22,male,0.0
1280,37,male,0.14490143511882647
1283,33,female,0.010606452726017943
1284,28,male,0.0020531400966183576
1286,38,male,0.0599566395762048
1287,45,male,0.10438978292239164
1288,49,male,0.007233567559654515
1290,43,male,0.12442588611066874
1293,29,male,0.06200633102807016
1296,55,male,0.006853864734299518
1297,55,male,0.0
1298,30,male,0.003610379153857415
1302,36,male,0.34268473072820904
1306,42,male,0.0
1307,33,male,0.10586080586080586
1310,41,male,0.1741758241758242
1311,37,male,0.0
1312,38,male,0.13296703296703297
1314,43,female,0.03424908424908425
1315,47,male,0.14670329670329674
1319,31,male,0.0021978021978021982
1320,71,male,0.0
1324,37,female,0.023809523809523808
1326,47,male,0.0
1327,42,male,0.023809523809523808
1330,48,male,0.0
1331,56,male,0.23090277777777773
1334,52,male,0.13097222222222218
1335,36,female,0.10243055555555554
1337,27,female,0.2354861111111111
1344,55,female,0.06020833333333332
1346,35,female,0.03205128205128205
1347,42,female,0.0
1348,54,male,0.04700854700854701
1350,52,male,0.0
1351,52,male,0.5918803418803418
1352,75,female,0.034188034188034185
1353,34,female,0.019230769230769232
1354,75,female,0.01282051282051282
1356,29,male,0.01282051282051282
1357,30,female,0.0
1360,43,male,0.2405328798185941
1374,33,female,0.002777777777777778
1381,17,female,0.016666666666666666
1382,50,male,0.10555555555555556
1383,35,male,0.0
1384,41,male,0.05
1385,41,male,0.17777777777777776
1386,28,male,0.03888888888888888
1387,23,female,0.07777777777777777
1388,15,female,0.0
1389,44,male,0.09853479853479855
1391,17,male,0.2891156462585034
1394,27,male,0.006514913657770801
1398,45,male,0.021899529042386186
1401,17,male,0.09845630559916276
1403,19,female,0.0733974358974359
1404,56,male,0.015277777777777777
1405,27,female,0.08653846153846155
1406,39,male,0.0
1407,36,male,0.0
1409,49,male,0.01517094017094017
1410,28,male,0.0625
1411,32,male,0.025106837606837608
1412,39,male,0.18376068376068375
1413,59,male,0.03258547008547009
1414,43,female,0.015277777777777777
1417,38,male,0.012615416536985165
1418,30,female,0.004357298474945533
1420,26,male,0.07684925822180723
1421,45,male,0.015919701213818863
1426,68,female,0.0
1427,25,female,0.18170453366531802
1428,31,male,0.005301379811183733
1429,41,female,0.0
1431,18,female,0.030065359477124187
1433,49,male,0.20421724245253656
1437,30,male,0.08282828282828282
1438,22,female,0.03322510822510822
1439,8,male,0.0
1441,29,male,0.06883116883116883
1443,29,female,0.14938672438672437
1444,31,female,0.008225108225108226
1447,33,male,0.06782106782106781
1448,29,male,0.0021645021645021645
1449,44,male,0.06435185185185184
1450,35,male,0.022685185185185183
1451,48,female,0.0
1452,27,female,0.06435185185185184
1454,33,female,0.0324074074074074
1455,39,male,0.0324074074074074
1456,42,female,0.022685185185185183
1457,53,male,0.011111111111111112
1458,24,female,0.0
1459,53,male,0.018469887955182073
1461,42,male,0.0
1462,42,male,0.16277135854341737
1463,33,male,0.031276260504201674
1464,27,male,0.21529236694677872
1467,40,male,0.0
1469,36,male,0.02396708683473389
1471,51,male,0.023721988795518206
1472,46,male,0.007107843137254903
1474,26,female,0.1880864845938375
1476,44,male,0.00815826330532213
1477,31,female,0.17363636363636362
1478,49,male,0.0
1479,41,male,0.027878787878787874
1480,28,female,0.03757575757575757
1482,33,female,0.05515151515151515
1483,30,male,0.13666666666666666
1484,36,male,0.0496969696969697
1485,40,male,0.017878787878787876
1486,41,male,0.07606060606060605
1488,60,male,0.0036363636363636364
1489,31,male,0.003624968505920886
1490,22,male,0.0861111111111111
1491,37,female,0.08485134794658605
1492,53,male,0.0011022927689594356
1493,19,female,0.004169816074577979
1500,30,male,0.004352481733434114
1501,26,female,0.016515495086923657
1502,46,male,0.004881582262534643
1503,37,male,0.01635487528344671
1507,57,male,0.0
1511,58,male,0.026974678760393046
1512,33,female,0.02236394557823129
1513,33,female,0.011577223481985385
1514,40,male,0.3680366591080877
1516,46,male,0.0
1517,41,male,0.09700806248425295
1520,51,female,0.0027777777777777775
1523,34,female,0.3104166666666666
1524,42,male,0.3104166666666666
1527,35,female,0.0
1528,60,male,0.0020833333333333333
1530,52,female,0.015555555555555555
1534,34,male,0.08375
1535,41,male,0.038827838827838836
1538,38,male,0.2619047619047619
1539,46,female,0.0027472527472527475
1540,46,female,0.013736263736263738
1542,50,male,0.0032967032967032976
1543,14,male,0.0027472527472527475
1544,35,female,0.09523809523809526
1545,37,male,0.006043956043956045
1546,55,male,0.0
1548,33,female,0.011538461538461539
1551,44,female,0.004761904761904762
1553,20,female,0.002380952380952381
1554,52,male,0.1363492063492064
1557,59,male,0.0041269841269841265
1558,45,female,0.4367460317460319
1561,61,female,0.0
1566,57,male,0.0031746031746031746
1567,42,male,0.04111111111111111
1569,42,male,0.07682539682539682
1570,42,male,0.005714285714285714
1572,14,male,0.10509259259259258
1575,32,male,0.1375
1579,43,male,0.034722222222222224
1580,28,female,0.010185185185185186
1582,32,male,0.20064937171199032
1584,49,male,0.078375721544602
1585,62,male,0.01915073751885896
1587,48,male,0.0049429781687846215
1589,43,male,0.026802585284558714
1590,61,male,0.06566308243727598
1591,43,male,0.1593341615163247
1592,37,female,0.08584815212898704
1593,37,female,0.03920764385660021
1594,9,female,0.024933572647045134
1598,13,male,0.05179381304618496
1601,63,male,0.024808142872659
1606,32,male,0.013238171274224405
1609,32,female,0.0083622526886284
1611,75,male,0.0
1613,56,male,0.06060845613027776
1614,27,male,0.06952260702260703
1615,13,male,0.008748196248196248
1616,36,male,0.0030303030303030307
1617,14,male,0.0060125060125060135
1619,14,male,0.03871452621452621
1620,42,female,0.0030303030303030307
1621,31,male,0.038047138047138045
1622,11,male,0.0016835016835016834
1623,12,male,0.06952260702260703
1624,12,male,0.026809764309764308
1625,13,male,0.008748196248196248
1627,22,female,0.0
1628,30,male,0.011111111111111112
1629,38,female,0.0
1631,45,male,0.05555555555555556
1633,21,male,0.0
1637,78,male,0.5333333333333333
1639,26,male,0.3998767343767343
1640,70,male,0.021498270248270248
1641,25,male,0.1398253505753506
1646,37,male,0.07767667517667519
1648,60,male,0.04875256687756689
1649,27,female,0.1217316896066896
1651,64,male,0.028107651607651614
1653,31,female,0.03397799422799422
1654,38,male,0.0023333333333333335
1655,29,male,0.0
1664,18,female,0.027015250544662306
1665,10,male,0.12551613237887746
1666,63,male,0.0027492478472870632
1671,26,male,0.2508714596949891
1672,34,male,0.013533561572777261
1674,18,female,0.03950617283950617
1675,55,male,0.005846042120551924
1677,42,male,0.003703703703703704
1678,43,male,0.01756406266210188
1680,41,female,0.0026143790849673205
1681,53,male,0.0013071895424836603
1682,55,male,0.0016599232285506795
1687,27,female,0.018484635233403712
1689,29,male,0.09116623660958639
1690,22,female,0.023848619907733206
1691,30,female,0.2489737274220033
1693,32,male,0.0
1694,13,male,0.038861521620142316
1698,48,male,0.15129310344827587
1701,46,female,0.017386034873719602
1702,30,male,0.1896786300727187
1706,41,male,0.016031355070763937
1710,44,male,0.33125537571350383
1713,33,male,0.0
1714,31,male,0.009259259259259259
